Psychiatric disorder,Category name,Risk factor,Source,Method,P-value,OR
Eating Disorder,Bulk-tissue biomarker,FGF14-AS2,eQTL_Brain Hippocampus,Wald ratio,4.66E-04,0.866
Eating Disorder,Bulk-tissue biomarker,KNOP1,eQTL_Brain Hippocampus,Wald ratio,5.61E-04,1.054
Eating Disorder,Bulk-tissue biomarker,STAG3,eQTL_Brain Hippocampus,Wald ratio,9.21E-04,1.187
Eating Disorder,Bulk-tissue biomarker,CASTOR3P,eQTL_Brain Hippocampus,Wald ratio,9.21E-04,1.271
Eating Disorder,Bulk-tissue biomarker,PVRIG,eQTL_Brain Hippocampus,Wald ratio,9.21E-04,1.159
Eating Disorder,Bulk-tissue biomarker,ATP5MC3,eQTL_Brain Hypothalamus,Wald ratio,2.69E-06,1.503
Eating Disorder,Bulk-tissue biomarker,RNF123,eQTL_Brain Hypothalamus,Wald ratio,2.09E-05,0.738
Eating Disorder,Bulk-tissue biomarker,RBM6,eQTL_Brain Hypothalamus,Wald ratio,2.09E-05,1.227
Eating Disorder,Bulk-tissue biomarker,FGF14-AS2,eQTL_Brain Hypothalamus,Wald ratio,2.83E-05,0.772
Eating Disorder,Bulk-tissue biomarker,MGMT,eQTL_Brain Hypothalamus,Wald ratio,3.42E-05,0.906
Eating Disorder,Bulk-tissue biomarker,RFPL1S,eQTL_Brain Hypothalamus,Wald ratio,1.74E-04,0.741
Eating Disorder,Bulk-tissue biomarker,CTNNB1,eQTL_Brain Hypothalamus,Wald ratio,1.85E-04,0.858
Eating Disorder,Bulk-tissue biomarker,SNHG5,eQTL_Brain Hypothalamus,Wald ratio,2.86E-04,1.085
Eating Disorder,Bulk-tissue biomarker,KNOP1,eQTL_Brain Hypothalamus,Wald ratio,4.25E-04,1.062
Eating Disorder,Bulk-tissue biomarker,CBR3-AS1,eQTL_Brain Hypothalamus,Wald ratio,6.81E-04,0.891
Eating Disorder,Bulk-tissue biomarker,RAB3IL1,eQTL_Brain Hypothalamus,Wald ratio,8.08E-04,0.861
Eating Disorder,Bulk-tissue biomarker,RBM6,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,2.74E-05,1.152
Eating Disorder,Bulk-tissue biomarker,RNF123,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,2.74E-05,0.674
Eating Disorder,Bulk-tissue biomarker,MST1R,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,2.74E-05,0.877
Eating Disorder,Bulk-tissue biomarker,FGF14-AS2,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,2.83E-05,0.806
Eating Disorder,Bulk-tissue biomarker,MGMT,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,3.42E-05,0.897
Eating Disorder,Bulk-tissue biomarker,VCL,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,8.02E-05,0.854
Eating Disorder,Bulk-tissue biomarker,SLC25A12,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,8.16E-05,1.31
Eating Disorder,Bulk-tissue biomarker,KRTCAP3,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,9.43E-05,0.809
Eating Disorder,Bulk-tissue biomarker,STX19,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,1.79E-04,0.926
Eating Disorder,Bulk-tissue biomarker,ZC3H8,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,1.93E-04,0.802
Eating Disorder,Bulk-tissue biomarker,RGPD8,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,1.93E-04,1.074
Eating Disorder,Bulk-tissue biomarker,KNOP1,eQTL_Brain Nucleus accumbens basal ganglia,Inverse variance weighted,2.07E-04,1.054
Eating Disorder,Bulk-tissue biomarker,PKMP3,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,2.86E-04,1.174
Eating Disorder,Bulk-tissue biomarker,SNHG5,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,2.86E-04,1.07
Eating Disorder,Bulk-tissue biomarker,MIR181A2HG,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,5.64E-04,1.124
Eating Disorder,Bulk-tissue biomarker,ALDH16A1,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,6.71E-04,1.089
Eating Disorder,Bulk-tissue biomarker,PIAS2,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,6.88E-04,1.168
Eating Disorder,Bulk-tissue biomarker,ASTN1,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,7.10E-04,1.448
Eating Disorder,Bulk-tissue biomarker,CDC20P1,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,8.07E-04,0.872
Eating Disorder,Bulk-tissue biomarker,FBXO27,eQTL_Brain Nucleus accumbens basal ganglia,Wald ratio,9.93E-04,0.879
Eating Disorder,Bulk-tissue biomarker,SLC12A5,eQTL_Brain Prefrontal Cortex PsychENCODE,Wald ratio,3.28E-05,0.504
Eating Disorder,Bulk-tissue biomarker,ACTN2,eQTL_Brain Prefrontal Cortex PsychENCODE,Wald ratio,3.91E-05,0.223
Eating Disorder,Bulk-tissue biomarker,PXDNL,eQTL_Brain Prefrontal Cortex PsychENCODE,Wald ratio,5.64E-05,1.687
Eating Disorder,Bulk-tissue biomarker,SRPK2,eQTL_Brain Prefrontal Cortex PsychENCODE,Wald ratio,6.12E-04,0.327
Eating Disorder,Bulk-tissue biomarker,TLK1,eQTL_Brain Prefrontal Cortex PsychENCODE,Wald ratio,7.24E-04,2.331
Eating Disorder,Bulk-tissue biomarker,CBR3,eQTL_Brain Prefrontal Cortex PsychENCODE,Wald ratio,7.88E-04,0.89
Eating Disorder,Bulk-tissue biomarker,FGF14-AS2,eQTL_Brain Putamen basal ganglia,Inverse variance weighted,7.94E-06,0.859
Eating Disorder,Bulk-tissue biomarker,CTNNB1,eQTL_Brain Putamen basal ganglia,Wald ratio,1.08E-05,0.812
Eating Disorder,Bulk-tissue biomarker,RBM6,eQTL_Brain Putamen basal ganglia,Wald ratio,6.33E-05,1.131
Eating Disorder,Bulk-tissue biomarker,STX19,eQTL_Brain Putamen basal ganglia,Wald ratio,9.71E-05,0.909
Eating Disorder,Bulk-tissue biomarker,CNTLN,eQTL_Brain Putamen basal ganglia,Wald ratio,9.79E-05,1.184
Eating Disorder,Bulk-tissue biomarker,MIR181A2HG,eQTL_Brain Putamen basal ganglia,Wald ratio,2.37E-04,1.121
Eating Disorder,Bulk-tissue biomarker,ASTN1,eQTL_Brain Putamen basal ganglia,Wald ratio,2.43E-04,1.29
Eating Disorder,Bulk-tissue biomarker,VAMP2,eQTL_Brain Putamen basal ganglia,Wald ratio,2.57E-04,1.114
Eating Disorder,Bulk-tissue biomarker,PKMP3,eQTL_Brain Putamen basal ganglia,Wald ratio,2.86E-04,1.121
Eating Disorder,Bulk-tissue biomarker,SNHG5,eQTL_Brain Putamen basal ganglia,Wald ratio,2.86E-04,1.075
Eating Disorder,Bulk-tissue biomarker,MGMT,eQTL_Brain Putamen basal ganglia,Wald ratio,3.66E-04,0.903
Eating Disorder,Bulk-tissue biomarker,ENPP4,eQTL_Brain Putamen basal ganglia,Wald ratio,4.53E-04,1.355
Eating Disorder,Bulk-tissue biomarker,ENPP5,eQTL_Brain Putamen basal ganglia,Wald ratio,4.53E-04,1.182
Eating Disorder,Bulk-tissue biomarker,KNOP1,eQTL_Brain Putamen basal ganglia,Wald ratio,5.27E-04,1.049
Eating Disorder,Bulk-tissue biomarker,SYNPR,eQTL_Brain Putamen basal ganglia,Wald ratio,7.16E-04,1.466
Eating Disorder,Bulk-tissue biomarker,RAB3IL1,eQTL_Brain Putamen basal ganglia,Wald ratio,8.08E-04,0.831
Eating Disorder,Bulk-tissue biomarker,MYO5A,eQTL_Brain Putamen basal ganglia,Wald ratio,8.41E-04,1.404
Eating Disorder,Bulk-tissue biomarker,CTNNB1,eQTL_Brain Spinal cord cervical,Wald ratio,5.50E-06,0.862
Eating Disorder,Bulk-tissue biomarker,STX19,eQTL_Brain Spinal cord cervical,Wald ratio,1.20E-04,0.918
Eating Disorder,Bulk-tissue biomarker,FGF14-AS2,eQTL_Brain Spinal cord cervical,Wald ratio,1.24E-04,0.905
Eating Disorder,Bulk-tissue biomarker,TMEM225B,eQTL_Brain Spinal cord cervical,Wald ratio,2.29E-04,0.854
Eating Disorder,Bulk-tissue biomarker,SLC44A2,eQTL_Brain Spinal cord cervical,Wald ratio,2.54E-04,1.18
Eating Disorder,Bulk-tissue biomarker,SNHG5,eQTL_Brain Spinal cord cervical,Wald ratio,2.86E-04,1.059
Eating Disorder,Bulk-tissue biomarker,KNOP1,eQTL_Brain Spinal cord cervical,Wald ratio,4.16E-04,1.057
Eating Disorder,Bulk-tissue biomarker,ALDH16A1,eQTL_Brain Spinal cord cervical,Wald ratio,6.71E-04,1.092
Eating Disorder,Bulk-tissue biomarker,C10orf88,eQTL_Brain Spinal cord cervical,Wald ratio,7.50E-04,1.197
Eating Disorder,Bulk-tissue biomarker,FGF14-AS2,eQTL_Brain Substantia nigra,Wald ratio,1.02E-04,0.889
Eating Disorder,Bulk-tissue biomarker,STX19,eQTL_Brain Substantia nigra,Wald ratio,1.45E-04,0.926
Eating Disorder,Bulk-tissue biomarker,RGPD8,eQTL_Brain Substantia nigra,Wald ratio,1.51E-04,1.064
Eating Disorder,Bulk-tissue biomarker,CLCNKA,eQTL_Brain Substantia nigra,Wald ratio,2.67E-04,0.947
Eating Disorder,Bulk-tissue biomarker,SNHG5,eQTL_Brain Substantia nigra,Wald ratio,2.86E-04,1.079
Eating Disorder,Bulk-tissue biomarker,KNOP1,eQTL_Brain Substantia nigra,Wald ratio,5.57E-04,1.054
Eating Disorder,Bulk-tissue biomarker,ALDH16A1,eQTL_Brain Substantia nigra,Wald ratio,7.13E-04,1.094
Eating Disorder,Bulk-tissue biomarker,PKP4-AS1,eQTL_Brain Substantia nigra,Wald ratio,7.18E-04,1.12
Eating Disorder,Bulk-tissue biomarker,MGMT,eQTL_Meta 10 Brain Regions,Wald ratio,5.84E-06,1.089
Eating Disorder,Bulk-tissue biomarker,RP11-161H23.8,eQTL_Meta 10 Brain Regions,Wald ratio,2.27E-05,1.152
Eating Disorder,Bulk-tissue biomarker,FGF14-AS2,eQTL_Meta 10 Brain Regions,Wald ratio,1.71E-04,1.112
Eating Disorder,Bulk-tissue biomarker,RFPL1S,eQTL_Meta 10 Brain Regions,Wald ratio,1.79E-04,1.11
Eating Disorder,Bulk-tissue biomarker,RPL31P12,eQTL_Meta 10 Brain Regions,Wald ratio,1.96E-04,1.055
Eating Disorder,Bulk-tissue biomarker,SLFNL1,eQTL_Meta 10 Brain Regions,Wald ratio,2.37E-04,1.108
Eating Disorder,Bulk-tissue biomarker,SNHG5,eQTL_Meta 10 Brain Regions,Wald ratio,2.86E-04,0.952
Eating Disorder,Bulk-tissue biomarker,PKMP3,eQTL_Meta 10 Brain Regions,Wald ratio,2.86E-04,0.909
Eating Disorder,Bulk-tissue biomarker,AC002550.5,eQTL_Meta 10 Brain Regions,Wald ratio,5.09E-04,0.951
Eating Disorder,Bulk-tissue biomarker,KNOP1,eQTL_Meta 10 Brain Regions,Wald ratio,5.09E-04,0.949
Eating Disorder,Bulk-tissue biomarker,CTD-2380F24.1,eQTL_Meta 10 Brain Regions,Wald ratio,5.09E-04,1.088
Eating Disorder,Bulk-tissue biomarker,AC068039.4,eQTL_Meta 10 Brain Regions,Wald ratio,6.48E-04,0.95
Eating Disorder,Bulk-tissue biomarker,SLC25A12,eQTL_Meta 10 Brain Regions,Wald ratio,6.48E-04,0.91
Eating Disorder,Bulk-tissue biomarker,ALDH16A1,eQTL_Meta 10 Brain Regions,Wald ratio,7.71E-04,0.943
Eating Disorder,Bulk-tissue biomarker,CDC20P1,eQTL_Meta 10 Brain Regions,Wald ratio,8.07E-04,1.082
Eating Disorder,Bulk-tissue biomarker,RP11-276H19.1,eQTL_Meta 10 Brain Regions,Wald ratio,8.07E-04,0.902
Eating Disorder,Bulk-tissue biomarker,ELP5,eQTL_Meta 10 Brain Regions,Wald ratio,8.36E-04,0.934
Eating Disorder,Cell-specific biomarker,RNF123,eQTL_Microglia_Inhibitory neurons,Wald ratio,3.41E-13,0.465
Eating Disorder,Cell-specific biomarker,UBA7,eQTL_Microglia_Astrocytes,Wald ratio,4.27E-13,0.671
Eating Disorder,Cell-specific biomarker,TUSC2,eQTL_Microglia_Excitatory neurons,Wald ratio,4.84E-13,0.237
Eating Disorder,Cell-specific biomarker,CISH,eQTL_Microglia_Pericytes,Wald ratio,4.84E-13,0.742
Eating Disorder,Cell-specific biomarker,IP6K1,eQTL_Microglia_OPCs / COPs,Wald ratio,7.95E-13,0.69
Eating Disorder,Cell-specific biomarker,FBXW12,eQTL_Microglia_Astrocytes,Wald ratio,3.19E-12,0.676
Eating Disorder,Cell-specific biomarker,FBXW12,eQTL_Microglia_OPCs / COPs,Wald ratio,4.16E-12,0.638
Eating Disorder,Cell-specific biomarker,WDR6,eQTL_Microglia_Inhibitory neurons,Wald ratio,4.37E-12,0.611
Eating Disorder,Cell-specific biomarker,IP6K2,eQTL_Microglia_Oligodendrocytes,Wald ratio,4.52E-12,1.884
Eating Disorder,Cell-specific biomarker,QRICH1,eQTL_Microglia_Excitatory neurons,Wald ratio,9.55E-11,0.443
Eating Disorder,Cell-specific biomarker,ATRIP,eQTL_Microglia_Endothelial cells,Wald ratio,3.29E-10,0.544
Eating Disorder,Cell-specific biomarker,C3orf18,eQTL_Microglia_Astrocytes,Wald ratio,7.57E-10,1.488
Eating Disorder,Cell-specific biomarker,RHOA,eQTL_Microglia_Endothelial cells,Wald ratio,1.56E-09,0.616
Eating Disorder,Cell-specific biomarker,NME6,eQTL_Microglia_Endothelial cells,Wald ratio,4.50E-09,0.657
Eating Disorder,Cell-specific biomarker,RBM5,eQTL_Microglia_Microglia,Wald ratio,4.50E-09,0.692
Eating Disorder,Cell-specific biomarker,USP19,eQTL_Microglia_Oligodendrocytes,Wald ratio,1.99E-08,1.383
Eating Disorder,Cell-specific biomarker,SLC26A6,eQTL_Microglia_Microglia,Wald ratio,4.91E-08,0.649
Eating Disorder,Cell-specific biomarker,CCDC51,eQTL_Microglia_Inhibitory neurons,Wald ratio,7.05E-08,1.508
Eating Disorder,Cell-specific biomarker,WDR6,eQTL_Microglia_Excitatory neurons,Wald ratio,8.78E-08,0.695
Eating Disorder,Cell-specific biomarker,ARIH2,eQTL_Microglia_Oligodendrocytes,Wald ratio,1.41E-07,1.384
Eating Disorder,Cell-specific biomarker,HYAL2,eQTL_Microglia_Astrocytes,Wald ratio,1.57E-07,0.608
Eating Disorder,Cell-specific biomarker,MGMT,eQTL_Microglia_Excitatory neurons,Wald ratio,2.99E-07,1.205
Eating Disorder,Cell-specific biomarker,SPINK8,eQTL_Microglia_Oligodendrocytes,Wald ratio,5.95E-07,0.732
Eating Disorder,Cell-specific biomarker,CCDC71,eQTL_Microglia_Pericytes,Wald ratio,5.95E-07,1.162
Eating Disorder,Cell-specific biomarker,PRKAR2A,eQTL_Microglia_Microglia,Wald ratio,6.42E-07,0.737
Eating Disorder,Cell-specific biomarker,DALRD3,eQTL_Microglia_Oligodendrocytes,Wald ratio,7.17E-07,1.418
Eating Disorder,Cell-specific biomarker,P4HA1,eQTL_Microglia_Oligodendrocytes,Wald ratio,7.24E-07,1.433
Eating Disorder,Cell-specific biomarker,CACNA2D2,eQTL_Microglia_OPCs / COPs,Wald ratio,7.88E-07,1.325
Eating Disorder,Cell-specific biomarker,RHOA,eQTL_Microglia_Excitatory neurons,Wald ratio,8.04E-07,0.498
Eating Disorder,Cell-specific biomarker,ASB3,eQTL_Microglia_OPCs / COPs,Wald ratio,8.50E-07,0.804
Eating Disorder,Cell-specific biomarker,CCDC117,eQTL_Microglia_OPCs / COPs,Wald ratio,8.58E-07,0.715
Eating Disorder,Cell-specific biomarker,CRACR2A,eQTL_Microglia_Excitatory neurons,Wald ratio,9.94E-07,0.699
Eating Disorder,Cell-specific biomarker,ZMYND10,eQTL_Microglia_Oligodendrocytes,Wald ratio,1.05E-06,1.517
Eating Disorder,Cell-specific biomarker,IFRD2,eQTL_Microglia_Oligodendrocytes,Wald ratio,1.05E-06,1.692
Eating Disorder,Cell-specific biomarker,ADK,eQTL_Microglia_Inhibitory neurons,Wald ratio,1.20E-06,0.699
Eating Disorder,Cell-specific biomarker,WDR6,eQTL_Microglia_Oligodendrocytes,Wald ratio,1.24E-06,0.859
Eating Disorder,Cell-specific biomarker,WDR6,eQTL_Microglia_Astrocytes,Wald ratio,1.33E-06,0.559
Eating Disorder,Cell-specific biomarker,AC005833.1,eQTL_Microglia_Microglia,Wald ratio,1.88E-06,1.259
Eating Disorder,Cell-specific biomarker,EIF4A1,eQTL_Microglia_Excitatory neurons,Wald ratio,1.96E-06,0.595
Eating Disorder,Cell-specific biomarker,MGMT,eQTL_Microglia_Oligodendrocytes,Wald ratio,2.15E-06,1.16
Eating Disorder,Cell-specific biomarker,LINC02666,eQTL_Microglia_Inhibitory neurons,Wald ratio,2.29E-06,1.227
Eating Disorder,Cell-specific biomarker,C11orf71,eQTL_Microglia_Inhibitory neurons,Wald ratio,3.04E-06,0.779
Eating Disorder,Cell-specific biomarker,ATAD2B,eQTL_Microglia_OPCs / COPs,Wald ratio,3.63E-06,0.749
Eating Disorder,Cell-specific biomarker,MST1,eQTL_Microglia_Microglia,Wald ratio,3.78E-06,1.252
Eating Disorder,Cell-specific biomarker,ZBTB16,eQTL_Microglia_Excitatory neurons,Wald ratio,4.53E-06,1.587
Eating Disorder,Cell-specific biomarker,SEC14L2,eQTL_Microglia_Endothelial cells,Wald ratio,4.94E-06,1.292
Eating Disorder,Cell-specific biomarker,CCDC36,eQTL_Microglia_Excitatory neurons,Wald ratio,4.98E-06,1.338
Eating Disorder,Cell-specific biomarker,C3orf62,eQTL_Microglia_Pericytes,Wald ratio,4.98E-06,1.309
Eating Disorder,Cell-specific biomarker,ATAD2B,eQTL_Microglia_Pericytes,Wald ratio,5.42E-06,1.227
Eating Disorder,Cell-specific biomarker,MGMT,eQTL_Microglia_Microglia,Wald ratio,5.84E-06,1.173
Eating Disorder,Cell-specific biomarker,CTBP2,eQTL_Microglia_Astrocytes,Wald ratio,6.58E-06,1.507
Eating Disorder,Cell-specific biomarker,WDR6,eQTL_Microglia_Endothelial cells,Wald ratio,6.79E-06,0.853
Eating Disorder,Cell-specific biomarker,COL7A1,eQTL_Microglia_Oligodendrocytes,Wald ratio,6.79E-06,0.632
Eating Disorder,Cell-specific biomarker,MGMT,eQTL_Microglia_Inhibitory neurons,Wald ratio,6.80E-06,1.154
Eating Disorder,Cell-specific biomarker,RNF123,eQTL_Microglia_OPCs / COPs,Wald ratio,8.80E-06,1.17
Eating Disorder,Cell-specific biomarker,AKR1B1,eQTL_Microglia_Excitatory neurons,Wald ratio,9.82E-06,0.522
Eating Disorder,Cell-specific biomarker,USP4,eQTL_Microglia_Oligodendrocytes,Wald ratio,1.01E-05,0.681
Eating Disorder,Cell-specific biomarker,GMPPB,eQTL_Microglia_Microglia,Wald ratio,1.14E-05,1.439
Eating Disorder,Cell-specific biomarker,Z84492.2,eQTL_Microglia_Pericytes,Wald ratio,1.29E-05,0.814
Eating Disorder,Cell-specific biomarker,FUT11,eQTL_Microglia_Pericytes,Wald ratio,1.33E-05,1.212
Eating Disorder,Cell-specific biomarker,ECD,eQTL_Microglia_OPCs / COPs,Wald ratio,1.55E-05,1.288
Eating Disorder,Cell-specific biomarker,DAG1,eQTL_Microglia_Endothelial cells,Wald ratio,1.87E-05,0.785
Eating Disorder,Cell-specific biomarker,CNPY2,eQTL_Microglia_Endothelial cells,Wald ratio,2.06E-05,0.771
Eating Disorder,Cell-specific biomarker,HES7,eQTL_Microglia_Endothelial cells,Wald ratio,2.19E-05,1.149
Eating Disorder,Cell-specific biomarker,IKZF4,eQTL_Microglia_Astrocytes,Wald ratio,2.29E-05,0.833
Eating Disorder,Cell-specific biomarker,ERBB3,eQTL_Microglia_OPCs / COPs,Wald ratio,2.29E-05,0.823
Eating Disorder,Cell-specific biomarker,ANKRD52,eQTL_Microglia_Astrocytes,Wald ratio,2.38E-05,0.771
Eating Disorder,Cell-specific biomarker,AQP11,eQTL_Microglia_OPCs / COPs,Wald ratio,2.48E-05,1.367
Eating Disorder,Cell-specific biomarker,RBM6,eQTL_Microglia_Oligodendrocytes,Wald ratio,2.48E-05,0.828
Eating Disorder,Cell-specific biomarker,PXDNL,eQTL_Microglia_Inhibitory neurons,Wald ratio,2.56E-05,0.847
Eating Disorder,Cell-specific biomarker,RBM6,eQTL_Microglia_Astrocytes,Wald ratio,2.66E-05,0.834
Eating Disorder,Cell-specific biomarker,SLC25A20,eQTL_Microglia_Endothelial cells,Wald ratio,2.67E-05,1.162
Eating Disorder,Cell-specific biomarker,RBM6,eQTL_Microglia_Excitatory neurons,Wald ratio,2.84E-05,0.644
Eating Disorder,Cell-specific biomarker,AC026523.1,eQTL_Microglia_Excitatory neurons,Wald ratio,3.01E-05,1.194
Eating Disorder,Cell-specific biomarker,RNF227,eQTL_Microglia_Microglia,Wald ratio,3.25E-05,0.812
Eating Disorder,Cell-specific biomarker,KCNS1,eQTL_Microglia_Excitatory neurons,Wald ratio,3.33E-05,0.53
Eating Disorder,Cell-specific biomarker,TMEM115,eQTL_Microglia_Astrocytes,Wald ratio,3.55E-05,0.716
Eating Disorder,Cell-specific biomarker,CACNA2D2,eQTL_Microglia_Inhibitory neurons,Wald ratio,3.57E-05,0.756
Eating Disorder,Cell-specific biomarker,AL162725.2,eQTL_Microglia_Inhibitory neurons,Wald ratio,3.58E-05,1.271
Eating Disorder,Cell-specific biomarker,CCDC36,eQTL_Microglia_Endothelial cells,Wald ratio,3.59E-05,1.168
Eating Disorder,Cell-specific biomarker,SPATS2,eQTL_Microglia_OPCs / COPs,Wald ratio,3.62E-05,1.219
Eating Disorder,Cell-specific biomarker,SPATS2,eQTL_Microglia_Oligodendrocytes,Wald ratio,3.62E-05,1.113
Eating Disorder,Cell-specific biomarker,RBM6,eQTL_Microglia_Microglia,Wald ratio,3.67E-05,0.766
Eating Disorder,Cell-specific biomarker,PRICKLE2,eQTL_Microglia_Astrocytes,Wald ratio,3.95E-05,0.651
Eating Disorder,Cell-specific biomarker,SUOX,eQTL_Microglia_Excitatory neurons,Wald ratio,4.93E-05,1.333
Eating Disorder,Cell-specific biomarker,RPS26,eQTL_Microglia_Endothelial cells,Wald ratio,4.93E-05,0.889
Eating Disorder,Cell-specific biomarker,SELENBP1,eQTL_Microglia_Endothelial cells,Wald ratio,4.96E-05,1.26
Eating Disorder,Cell-specific biomarker,MCL1,eQTL_Microglia_Excitatory neurons,Wald ratio,4.96E-05,0.691
Eating Disorder,Cell-specific biomarker,HCG20,eQTL_Microglia_Excitatory neurons,Wald ratio,5.36E-05,0.776
Eating Disorder,Cell-specific biomarker,MON1A,eQTL_Microglia_Oligodendrocytes,Wald ratio,5.49E-05,1.413
Eating Disorder,Cell-specific biomarker,GNAI2,eQTL_Microglia_Astrocytes,Wald ratio,5.67E-05,0.657
Eating Disorder,Cell-specific biomarker,RNF123,eQTL_Microglia_Excitatory neurons,Wald ratio,5.94E-05,1.377
Eating Disorder,Cell-specific biomarker,AC040977.1,eQTL_Microglia_OPCs / COPs,Wald ratio,5.97E-05,0.67
Eating Disorder,Cell-specific biomarker,DNAH2,eQTL_Microglia_Inhibitory neurons,Wald ratio,5.97E-05,1.281
Eating Disorder,Cell-specific biomarker,STX19,eQTL_Microglia_Endothelial cells,Wald ratio,6.18E-05,0.85
Eating Disorder,Cell-specific biomarker,IKZF5,eQTL_Microglia_Excitatory neurons,Wald ratio,6.71E-05,1.506
Eating Disorder,Cell-specific biomarker,PARM1,eQTL_Microglia_Inhibitory neurons,Wald ratio,7.62E-05,0.794
Eating Disorder,Cell-specific biomarker,DLC1,eQTL_Microglia_Oligodendrocytes,Wald ratio,7.74E-05,0.858
Eating Disorder,Cell-specific biomarker,KIFC1,eQTL_Microglia_Microglia,Wald ratio,7.89E-05,1.269
Eating Disorder,Cell-specific biomarker,PNP,eQTL_Microglia_Endothelial cells,Wald ratio,8.06E-05,1.476
Eating Disorder,Cell-specific biomarker,SEMA3F,eQTL_Microglia_Endothelial cells,Wald ratio,8.12E-05,0.799
Eating Disorder,Cell-specific biomarker,C3orf18,eQTL_Microglia_Inhibitory neurons,Wald ratio,8.12E-05,0.7
Eating Disorder,Cell-specific biomarker,TIGAR,eQTL_Microglia_Pericytes,Wald ratio,8.54E-05,0.716
Eating Disorder,Cell-specific biomarker,RBKS,eQTL_Microglia_Astrocytes,Wald ratio,8.83E-05,0.668
Eating Disorder,Cell-specific biomarker,ZC3H8,eQTL_Microglia_Oligodendrocytes,Wald ratio,8.92E-05,1.188
Eating Disorder,Cell-specific biomarker,GLRB,eQTL_Microglia_Inhibitory neurons,Wald ratio,9.07E-05,0.771
Eating Disorder,Cell-specific biomarker,RBM6,eQTL_Microglia_OPCs / COPs,Wald ratio,9.16E-05,0.834
Eating Disorder,Cell-specific biomarker,DOCK3,eQTL_Microglia_Inhibitory neurons,Wald ratio,9.16E-05,0.657
Eating Disorder,Cell-specific biomarker,AP002360.1,eQTL_Microglia_Oligodendrocytes,Wald ratio,9.30E-05,1.341
Eating Disorder,Cell-specific biomarker,NUCB2,eQTL_Microglia_Astrocytes,Wald ratio,9.91E-05,1.245
Eating Disorder,Cell-specific biomarker,HGS,eQTL_Microglia_Inhibitory neurons,Wald ratio,1.03E-04,0.739
Eating Disorder,Cell-specific biomarker,FBXO27,eQTL_Microglia_OPCs / COPs,Wald ratio,1.07E-04,1.187
Eating Disorder,Cell-specific biomarker,AC079584.1,eQTL_Microglia_Microglia,Wald ratio,1.07E-04,0.8
Eating Disorder,Cell-specific biomarker,RASA2,eQTL_Microglia_Pericytes,Wald ratio,1.08E-04,0.847
Eating Disorder,Cell-specific biomarker,GAS1RR,eQTL_Microglia_Astrocytes,Wald ratio,1.15E-04,0.82
Eating Disorder,Cell-specific biomarker,AGBL3,eQTL_Microglia_Endothelial cells,Wald ratio,1.26E-04,0.863
Eating Disorder,Cell-specific biomarker,PYCR1,eQTL_Microglia_Pericytes,Wald ratio,1.30E-04,0.868
Eating Disorder,Cell-specific biomarker,PWWP2A,eQTL_Microglia_Excitatory neurons,Wald ratio,1.37E-04,0.708
Eating Disorder,Cell-specific biomarker,FBXO27,eQTL_Microglia_Oligodendrocytes,Wald ratio,1.41E-04,1.162
Eating Disorder,Cell-specific biomarker,TRMT1L,eQTL_Microglia_Oligodendrocytes,Wald ratio,1.43E-04,0.757
Eating Disorder,Cell-specific biomarker,APPL1,eQTL_Microglia_Excitatory neurons,Wald ratio,1.44E-04,0.773
Eating Disorder,Cell-specific biomarker,SLC25A12,eQTL_Microglia_Inhibitory neurons,Wald ratio,1.45E-04,0.781
Eating Disorder,Cell-specific biomarker,NIPBL,eQTL_Microglia_Astrocytes,Wald ratio,1.52E-04,1.246
Eating Disorder,Cell-specific biomarker,ZC3H8,eQTL_Microglia_Inhibitory neurons,Wald ratio,1.54E-04,1.186
Eating Disorder,Cell-specific biomarker,RGPD8,eQTL_Microglia_Microglia,Wald ratio,1.54E-04,0.885
Eating Disorder,Cell-specific biomarker,CD200,eQTL_Microglia_OPCs / COPs,Wald ratio,1.57E-04,1.164
Eating Disorder,Cell-specific biomarker,HDDC3,eQTL_Microglia_Excitatory neurons,Wald ratio,1.68E-04,0.581
Eating Disorder,Cell-specific biomarker,HAT1,eQTL_Microglia_Excitatory neurons,Wald ratio,1.68E-04,0.671
Eating Disorder,Cell-specific biomarker,RBM15B,eQTL_Microglia_Astrocytes,Wald ratio,1.70E-04,0.749
